Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Atlassian Project),Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
Tasks page,J2-160,10860,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,16/Jun/26 1:15 PM,22/Jun/26 5:52 PM,22/Jun/26 4:01 PM,,,0,,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,,,,,,,,,,,,0|i001hz:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 4:01 PM
Status Snapshots page,J2-159,10859,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,16/Jun/26 1:15 PM,22/Jun/26 5:52 PM,22/Jun/26 4:00 PM,,,0,,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,,,,,,,,,,,,0|i001hr:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 4:00 PM
"Configurations page (system-level settings, entity config, app parameters)Configurations page (system-level settings, entity config, app parameters)",J2-158,10858,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,16/Jun/26 1:13 PM,22/Jun/26 5:52 PM,22/Jun/26 3:59 PM,,,0,,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,,,,,,,,,,,,0|i001hj:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 3:59 PM
Worked on adding security ,J2-157,10825,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,16/Jun/26 11:30 AM,22/Jun/26 5:52 PM,22/Jun/26 3:56 PM,,,0,,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,,,,,,,,,,,,0|i000sz:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,16/Jun/26 11:31 AM
Timesheet - UI Polish & Cross-Browser Compatibility Testing,J2-146,10686,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,12/Jun/26 1:11 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001f3:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,12/Jun/26 1:16 PM
End-to-End Workflow Integration Testing Across All Modules,J2-145,10685,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,12/Jun/26 1:10 PM,22/Jun/26 5:52 PM,,,,0,"Test end-to-end workflow triggers across Timesheets, Pipeline, Budgets, Resources, Change Requests, and Funding Sources. Verify Power Automate flows are called correctly after creation and status transitions (submit/approve/reject). Ensure workflow instances appear in Approval & Tasks tabs. Document any failures.",,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001ev:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:52 PM
Timesheet - Fix KPI Drafts Subtitle Logic,J2-144,10684,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,12/Jun/26 1:09 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001en:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,12/Jun/26 1:16 PM
Timesheet - Fix startWorkflowForEntity to Send templateId Param,J2-143,10683,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,12/Jun/26 1:08 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001ef:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,12/Jun/26 1:16 PM
Timesheet - Fix componentWillReceiveProps Deprecated Warnings,J2-142,10682,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,12/Jun/26 1:08 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001e7:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,12/Jun/26 1:16 PM
Timesheet - Fix Status Combobox Filter Options,J2-141,10681,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,12/Jun/26 1:07 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001dz:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,12/Jun/26 1:16 PM
Timesheet - Fix Loading Entries Flash with Zero Tab Count,J2-140,10680,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,12/Jun/26 1:07 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001dr:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,12/Jun/26 1:16 PM
Timesheet - Fix Empty Approval & Tasks Tabs (missing workflow instances),J2-139,10679,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,12/Jun/26 1:07 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001dj:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,12/Jun/26 1:16 PM
Timesheet - Fix React createElement Type Error in formRegistry,J2-138,10678,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,12/Jun/26 1:07 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001db:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,12/Jun/26 1:16 PM
Timesheet - Fix Owner Name Missing in Drawer Header,J2-137,10677,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,12/Jun/26 1:06 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001d3:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,12/Jun/26 1:16 PM
Timesheet - Fix New Timesheet Dialog Validation,J2-136,10676,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,12/Jun/26 1:06 PM,22/Jun/26 5:52 PM,22/Jun/26 4:18 PM,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001cv:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 4:18 PM
Timesheet - Fix Reporting Period for Multi-Month Spans,J2-135,10675,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,12/Jun/26 1:06 PM,22/Jun/26 5:52 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001cn:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,12/Jun/26 1:16 PM
Timesheet - Fix Submitted By / Approved By Fields,J2-134,10674,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,12/Jun/26 1:05 PM,22/Jun/26 5:53 PM,22/Jun/26 4:18 PM,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001cf:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 4:18 PM
Timesheet - Fix Grid Hours vs Entry Sum Mismatch,J2-133,10673,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,12/Jun/26 1:05 PM,22/Jun/26 5:53 PM,22/Jun/26 4:17 PM,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001c7:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 4:18 PM
Timesheet - Workflow Integration & Core Backend Fixes,J2-132,10672,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,12/Jun/26 12:59 PM,22/Jun/26 5:53 PM,12/Jun/26 1:25 PM,,,0,Fix workflow trigger for Timesheets module (Power Automate flows deployed with added branches). Fix startWorkflowForEntity templateId handling. Fix ManualTriggerInputtext type (widened to string). Fix updateTimesheetStatus to use real user names. Add pm_totalhours recalculation on entry add/delete. Fix period consistency. Fix React.createElement type error in formRegistry.,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001bz:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,12/Jun/26 1:16 PM
Workflow Engine In React Discussion and Prototyping,J2-95,10283,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,03/Jun/26 6:41 PM,22/Jun/26 5:53 PM,03/Jun/26 6:41 PM,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i00147:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,03/Jun/26 6:41 PM
Security Role Management UI,J2-83,10239,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:27 PM,22/Jun/26 5:53 PM,22/Jun/26 4:08 PM,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i0011r:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 4:08 PM
Power BI Export / Embedded Reports,J2-82,10238,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:27 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i0011j:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:53 PM
Audit Log Viewer Page,J2-81,10237,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:26 PM,22/Jun/26 5:53 PM,22/Jun/26 4:07 PM,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i0011b:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 4:07 PM
Export utility (CSV/Excel),J2-80,10236,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:26 PM,22/Jun/26 5:53 PM,03/Jun/26 6:41 PM,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i00113:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,12/Jun/26 1:03 PM
Team/User Management page,J2-79,10235,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:26 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i0010v:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:46 PM
Holidays Calendar (Irish public holidays),J2-78,10234,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:26 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i0010n:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:46 PM
Pending Approvals Queue,J2-77,10233,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:26 PM,22/Jun/26 5:53 PM,22/Jun/26 3:48 PM,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i0010f:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:46 PM
Workflow Step Config page,J2-76,10232,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:26 PM,22/Jun/26 5:53 PM,22/Jun/26 3:48 PM,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i00107:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:46 PM
Workflow Edit page,J2-75,10231,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:25 PM,22/Jun/26 5:53 PM,22/Jun/26 3:48 PM,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000zz:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:46 PM
Workflow Create page,J2-74,10230,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:25 PM,22/Jun/26 5:53 PM,22/Jun/26 3:47 PM,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000zr:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:46 PM
"Workflows page (templates, instances, steps)",J2-73,10229,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:25 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000zj:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:46 PM
"Timesheets page (approval workflow, entries)	",J2-72,10228,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:25 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000zb:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:46 PM
"Remaining components (DashboardCharts, DetailDrawer, ExportButton, SummaryCard, TabPanel, Accordion, Breadcrumbs)",J2-71,10227,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:25 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000z3:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:45 PM
"Benefits page (performance measures, RAG tracking)",J2-70,10226,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:24 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000yv:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:45 PM
Skills & Mapping page (catalog + resource mapping),J2-69,10225,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:24 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000yn:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:45 PM
"Resources page (CRUD, demand forecasting, charts)",J2-68,10224,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,02/Jun/26 6:24 PM,22/Jun/26 5:53 PM,,,,0,,,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,,,,,,,,,,,,0|i000yf:,J2 Sprint 1,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,02/Jun/26 6:45 PM
